Click here to return to Index,,,,,,,,,
,,,,,,,,,
Asthma Prevalence: Lifetime and current asthma prevalence (and associated 95% confidence intervals) for California and each county  ,,,,,,,,,
,,,,,,,,,
County,Year,Asthma measure,Comparison,Group,County prevalence,County 95% confidence interval,California prevalence,California 95% confidence interval,Comment
Sutter,2017 2018,Lifetime asthma prevalence,Age group,18 64 years,31.60%,(18.7 44.6),16.30%,(15.5 17.1),None
Tehama,2017 2018,Lifetime asthma prevalence,Age group,18 64 years,19.80%,(10.2 29.5),16.30%,(15.5 17.1),"Colusa, Glenn, and Tehama counties combined for analysis."
Trinity,2017 2018,Lifetime asthma prevalence,Age group,18 64 years,20.40%,(8.0 32.8),16.30%,(15.5 17.1),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Tulare,2017 2018,Lifetime asthma prevalence,Age group,18 64 years,15.20%,(8.7 21.8),16.30%,(15.5 17.1),None
Tuolumne,2017 2018,Lifetime asthma prevalence,Age group,18 64 years,25.50%,(9.7 41.4),16.30%,(15.5 17.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Ventura,2017 2018,Lifetime asthma prevalence,Age group,18 64 years,11.50%,(6.5 16.5),16.30%,(15.5 17.1),None
Yolo,2017 2018,Lifetime asthma prevalence,Age group,18 64 years,21.90%,(10.1 33.8),16.30%,(15.5 17.1),None
Yuba,2017 2018,Lifetime asthma prevalence,Age group,18 64 years,21.80%,(10.6 33.0),16.30%,(15.5 17.1),None
Alameda,2017 2018,Lifetime asthma prevalence,Age group,65+ years,13.70%,(5.1 22.4),14.10%,(12.6 15.6),None
Alpine,2017 2018,Lifetime asthma prevalence,Age group,65+ years,20.60%,(7.6 33.5),14.10%,(12.6 15.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Amador,2017 2018,Lifetime asthma prevalence,Age group,65+ years,20.60%,(7.6 33.5),14.10%,(12.6 15.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Butte,2017 2018,Lifetime asthma prevalence,Age group,65+ years,Not available,Not available,14.10%,(12.6 15.6),County prevalence not available due to small number of survey responses.
Calaveras,2017 2018,Lifetime asthma prevalence,Age group,65+ years,20.60%,(7.6 33.5),14.10%,(12.6 15.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Colusa,2017 2018,Lifetime asthma prevalence,Age group,65+ years,16.70%,(2.6 30.9),14.10%,(12.6 15.6),"Colusa, Glenn, and Tehama counties combined for analysis."
Contra Costa,2017 2018,Lifetime asthma prevalence,Age group,65+ years,15.00%,(6.3 23.7),14.10%,(12.6 15.6),None
Del Norte,2017 2018,Lifetime asthma prevalence,Age group,65+ years,16.50%,(5.2 27.9),14.10%,(12.6 15.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
El Dorado,2017 2018,Lifetime asthma prevalence,Age group,65+ years,11.20%,(0.6 21.8),14.10%,(12.6 15.6),None
Fresno,2017 2018,Lifetime asthma prevalence,Age group,65+ years,16.50%,(4.5 28.6),14.10%,(12.6 15.6),None
Glenn,2017 2018,Lifetime asthma prevalence,Age group,65+ years,16.70%,(2.6 30.9),14.10%,(12.6 15.6),"Colusa, Glenn, and Tehama counties combined for analysis."
Humboldt,2017 2018,Lifetime asthma prevalence,Age group,65+ years,Not available,Not available,14.10%,(12.6 15.6),County prevalence not available due to small number of survey responses.
Imperial,2017 2018,Lifetime asthma prevalence,Age group,65+ years,22.10%,(3.5 40.7),14.10%,(12.6 15.6),None
Inyo,2017 2018,Lifetime asthma prevalence,Age group,65+ years,20.60%,(7.6 33.5),14.10%,(12.6 15.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Kern,2017 2018,Lifetime asthma prevalence,Age group,65+ years,14.00%,(3.0 24.9),14.10%,(12.6 15.6),None
Kings,2017 2018,Lifetime asthma prevalence,Age group,65+ years,13.00%,(3.8 22.3),14.10%,(12.6 15.6),None
Lake,2017 2018,Lifetime asthma prevalence,Age group,65+ years,19.10%,(6.1 32.0),14.10%,(12.6 15.6),None
Lassen,2017 2018,Lifetime asthma prevalence,Age group,65+ years,16.50%,(5.2 27.9),14.10%,(12.6 15.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Los Angeles,2017 2018,Lifetime asthma prevalence,Age group,65+ years,12.90%,(10.1 15.8),14.10%,(12.6 15.6),None
Madera,2017 2018,Lifetime asthma prevalence,Age group,65+ years,17.60%,(0.1 35.1),14.10%,(12.6 15.6),None
Marin,2017 2018,Lifetime asthma prevalence,Age group,65+ years,13.90%,(2.7 25.1),14.10%,(12.6 15.6),None
Mariposa,2017 2018,Lifetime asthma prevalence,Age group,65+ years,20.60%,(7.6 33.5),14.10%,(12.6 15.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Mendocino,2017 2018,Lifetime asthma prevalence,Age group,65+ years,20.30%,(3.2 37.4),14.10%,(12.6 15.6),None
Merced,2017 2018,Lifetime asthma prevalence,Age group,65+ years,25.90%,(4.6 47.3),14.10%,(12.6 15.6),None
Modoc,2017 2018,Lifetime asthma prevalence,Age group,65+ years,16.50%,(5.2 27.9),14.10%,(12.6 15.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Mono,2017 2018,Lifetime asthma prevalence,Age group,65+ years,20.60%,(7.6 33.5),14.10%,(12.6 15.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Monterey,2017 2018,Lifetime asthma prevalence,Age group,65+ years,14.40%,(6.0 22.9),14.10%,(12.6 15.6),None
Napa,2017 2018,Lifetime asthma prevalence,Age group,65+ years,20.20%,(5.2 35.2),14.10%,(12.6 15.6),None
Nevada,2017 2018,Lifetime asthma prevalence,Age group,65+ years,11.40%,(1.8 21.1),14.10%,(12.6 15.6),None
Orange,2017 2018,Lifetime asthma prevalence,Age group,65+ years,Not available,Not available,14.10%,(12.6 15.6),County prevalence not available due to small number of survey responses.
Placer,2017 2018,Lifetime asthma prevalence,Age group,65+ years,12.70%,(3.6 21.8),14.10%,(12.6 15.6),None
Plumas,2017 2018,Lifetime asthma prevalence,Age group,65+ years,16.50%,(5.2 27.9),14.10%,(12.6 15.6),None
Riverside,2017 2018,Lifetime asthma prevalence,Age group,65+ years,12.40%,(5.8 19.0),14.10%,(12.6 15.6),None
Sacramento,2017 2018,Lifetime asthma prevalence,Age group,65+ years,20.20%,(9.2 31.2),14.10%,(12.6 15.6),None
San Benito,2017 2018,Lifetime asthma prevalence,Age group,65+ years,Not available,Not available,14.10%,(12.6 15.6),County prevalence not available due to small number of survey responses.
San Bernardino,2017 2018,Lifetime asthma prevalence,Age group,65+ years,12.50%,(5.8 19.2),14.10%,(12.6 15.6),None
San Diego,2017 2018,Lifetime asthma prevalence,Age group,65+ years,11.60%,(7.1 16.1),14.10%,(12.6 15.6),None
San Francisco,2017 2018,Lifetime asthma prevalence,Age group,65+ years,13.10%,(3.0 23.3),14.10%,(12.6 15.6),None
San Joaquin,2017 2018,Lifetime asthma prevalence,Age group,65+ years,Not available,Not available,14.10%,(12.6 15.6),County prevalence not available due to small number of survey responses.
San Luis Obispo,2017 2018,Lifetime asthma prevalence,Age group,65+ years,17.20%,(6.5 28.0),14.10%,(12.6 15.6),None
San Mateo,2017 2018,Lifetime asthma prevalence,Age group,65+ years,15.40%,(2.2 28.6),14.10%,(12.6 15.6),None
Santa Barbara,2017 2018,Lifetime asthma prevalence,Age group,65+ years,Not available,Not available,14.10%,(12.6 15.6),County prevalence not available due to small number of survey responses.
Santa Clara,2017 2018,Lifetime asthma prevalence,Age group,65+ years,16.40%,(9.2 23.6),14.10%,(12.6 15.6),None
Santa Cruz,2017 2018,Lifetime asthma prevalence,Age group,65+ years,17.30%,(4.2 30.4),14.10%,(12.6 15.6),None
Shasta,2017 2018,Lifetime asthma prevalence,Age group,65+ years,8.90%,(3.2 14.6),14.10%,(12.6 15.6),None
Sierra,2017 2018,Lifetime asthma prevalence,Age group,65+ years,16.50%,(5.2 27.9),14.10%,(12.6 15.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Siskiyou,2017 2018,Lifetime asthma prevalence,Age group,65+ years,16.50%,(5.2 27.9),14.10%,(12.6 15.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Solano,2017 2018,Lifetime asthma prevalence,Age group,65+ years,20.30%,(7.8 32.8),14.10%,(12.6 15.6),None
Sonoma,2017 2018,Lifetime asthma prevalence,Age group,65+ years,19.70%,(6.5 32.9),14.10%,(12.6 15.6),None
Stanislaus,2017 2018,Lifetime asthma prevalence,Age group,65+ years,15.50%,(1.6 29.4),14.10%,(12.6 15.6),None
Sutter,2017 2018,Lifetime asthma prevalence,Age group,65+ years,27.30%,(8.4 46.2),14.10%,(12.6 15.6),None
Tehama,2017 2018,Lifetime asthma prevalence,Age group,65+ years,16.70%,(2.6 30.9),14.10%,(12.6 15.6),"Colusa, Glenn, and Tehama counties combined for analysis."
Trinity,2017 2018,Lifetime asthma prevalence,Age group,65+ years,16.50%,(5.2 27.9),14.10%,(12.6 15.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Tulare,2017 2018,Lifetime asthma prevalence,Age group,65+ years,20.30%,(2.5 38.1),14.10%,(12.6 15.6),None
Tuolumne,2017 2018,Lifetime asthma prevalence,Age group,65+ years,20.60%,(7.6 33.5),14.10%,(12.6 15.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Ventura,2017 2018,Lifetime asthma prevalence,Age group,65+ years,17.60%,(7.0 28.1),14.10%,(12.6 15.6),None
Yolo,2017 2018,Lifetime asthma prevalence,Age group,65+ years,Not available,Not available,14.10%,(12.6 15.6),County prevalence not available due to small number of survey responses.
Yuba,2017 2018,Lifetime asthma prevalence,Age group,65+ years,17.70%,(2.8 32.7),14.10%,(12.6 15.6),None
Alameda,2017 2018,Current asthma prevalence,Total population,All ages,8.80%,(5.3 12.2),8.80%,(8.2 9.5),None
Alpine,2017 2018,Current asthma prevalence,Total population,All ages,13.60%,(4.5 22.7),8.80%,(8.2 9.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Amador,2017 2018,Current asthma prevalence,Total population,All ages,13.60%,(4.5 22.7),8.80%,(8.2 9.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Butte,2017 2018,Current asthma prevalence,Total population,All ages,11.00%,(4.1 17.9),8.80%,(8.2 9.5),None
Calaveras,2017 2018,Current asthma prevalence,Total population,All ages,13.60%,(4.5 22.7),8.80%,(8.2 9.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Colusa,2017 2018,Current asthma prevalence,Total population,All ages,11.80%,(4.9 18.6),8.80%,(8.2 9.5),"Colusa, Glenn, and Tehama counties combined for analysis."
Contra Costa,2017 2018,Current asthma prevalence,Total population,All ages,11.80%,(7.9 15.7),8.80%,(8.2 9.5),None
Del Norte,2017 2018,Current asthma prevalence,Total population,All ages,13.20%,(5.0 21.5),8.80%,(8.2 9.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
El Dorado,2017 2018,Current asthma prevalence,Total population,All ages,6.70%,(1.6 11.8),8.80%,(8.2 9.5),None
Fresno,2017 2018,Current asthma prevalence,Total population,All ages,13.30%,(7.9 18.7),8.80%,(8.2 9.5),None
Glenn,2017 2018,Current asthma prevalence,Total population,All ages,11.80%,(4.9 18.6),8.80%,(8.2 9.5),"Colusa, Glenn, and Tehama counties combined for analysis."
Humboldt,2017 2018,Current asthma prevalence,Total population,All ages,11.60%,(4.1 19.1),8.80%,(8.2 9.5),None
Imperial,2017 2018,Current asthma prevalence,Total population,All ages,11.40%,(3.0 19.9),8.80%,(8.2 9.5),None
Inyo,2017 2018,Current asthma prevalence,Total population,All ages,13.60%,(4.5 22.7),8.80%,(8.2 9.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Kern,2017 2018,Current asthma prevalence,Total population,All ages,9.90%,(5.4 14.5),8.80%,(8.2 9.5),None
Kings,2017 2018,Current asthma prevalence,Total population,All ages,10.30%,(4.1 16.5),8.80%,(8.2 9.5),None
Lake,2017 2018,Current asthma prevalence,Total population,All ages,9.60%,(3.8 15.3),8.80%,(8.2 9.5),None
Lassen,2017 2018,Current asthma prevalence,Total population,All ages,13.20%,(5.0 21.5),8.80%,(8.2 9.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Los Angeles,2017 2018,Current asthma prevalence,Total population,All ages,7.90%,(6.5 9.4),8.80%,(8.2 9.5),None
Madera,2017 2018,Current asthma prevalence,Total population,All ages,11.80%,(3.6 20.0),8.80%,(8.2 9.5),None
Marin,2017 2018,Current asthma prevalence,Total population,All ages,6.40%,(2.2 10.5),8.80%,(8.2 9.5),None
Mariposa,2017 2018,Current asthma prevalence,Total population,All ages,13.60%,(4.5 22.7),8.80%,(8.2 9.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Mendocino,2017 2018,Current asthma prevalence,Total population,All ages,5.30%,(1.2 9.4),8.80%,(8.2 9.5),None
Merced,2017 2018,Current asthma prevalence,Total population,All ages,9.80%,(2.6 17.1),8.80%,(8.2 9.5),None
Modoc,2017 2018,Current asthma prevalence,Total population,All ages,13.20%,(5.0 21.5),8.80%,(8.2 9.5),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis."
Mono,2017 2018,Current asthma prevalence,Total population,All ages,13.60%,(4.5 22.7),8.80%,(8.2 9.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis."
Monterey,2017 2018,Current asthma prevalence,Total population,All ages,5.30%,(2.5 8.2),8.80%,(8.2 9.5),None
Napa,2017 2018,Current asthma prevalence,Total population,All ages,13.80%,(3.4 24.2),8.80%,(8.2 9.5),None
Nevada,2017 2018,Current asthma prevalence,Total population,All ages,9.40%,(2.3 16.6),8.80%,(8.2 9.5),None
Orange,2017 2018,Current asthma prevalence,Total population,All ages,5.70%,(3.1 8.3),8.80%,(8.2 9.5),None
Placer,2017 2018,Current asthma prevalence,Total population,All ages,7.90%,(3.4 12.4),8.80%,(8.2 9.5),None
Plumas,2017 2018,Current asthma prevalence,Total population,All ages,13.20%,(5.0 21.5),8.80%,(8.2 9.5),None
Riverside,2017 2018,Current asthma prevalence,Total population,All ages,9.10%,(6.5 11.7),8.80%,(8.2 9.5),None
Sacramento,2017 2018,Current asthma prevalence,Total population,All ages,11.40%,(7.9 14.9),8.80%,(8.2 9.5),None
San Benito,2017 2018,Current asthma prevalence,Total population,All ages,Not available,Not available,8.80%,(8.2 9.5),County prevalence not available due to small number of survey responses.
San Bernardino,2017 2018,Current asthma prevalence,Total population,All ages,9.60%,(6.1 13.1),8.80%,(8.2 9.5),None
San Diego,2017 2018,Current asthma prevalence,Total population,All ages,8.50%,(7.0 10.1),8.80%,(8.2 9.5),None
San Francisco,2017 2018,Current asthma prevalence,Total population,All ages,6.80%,(3.3 10.4),8.80%,(8.2 9.5),None
San Joaquin,2017 2018,Current asthma prevalence,Total population,All ages,12.60%,(6.8 18.4),8.80%,(8.2 9.5),None
San Luis Obispo,2017 2018,Current asthma prevalence,Total population,All ages,5.40%,(2.2 8.6),8.80%,(8.2 9.5),None
San Mateo,2017 2018,Current asthma prevalence,Total population,All ages,9.50%,(4.7 14.2),8.80%,(8.2 9.5),None
